rank,GEOID,state,UOI_score,n_ok,n_nodes,link_node_ratio,connected_node_ratio,intersection_density,median_block_length_ft,walking_circuity,pedshed_reach,lnr_ok,cnr_ok,inter_density_ok,block_ok,circuity_ok
474,36047006600,36,0.9772,5,135,1.7259,0.952,2004.7391,34.7343,1.2274,0.0176,True,True,True,True,True
475,34017017000,34,0.9772,5,352,1.5824,0.9421,3888.7955,25.2789,1.2396,0.0174,True,True,True,True,True
476,55079016800,55,0.9772,5,749,1.7143,0.964,3425.9623,40.7776,1.2728,0.0225,True,True,True,True,True
477,36047026500,36,0.9772,5,124,1.7177,0.9636,1720.0813,28.3629,1.2038,0.0148,True,True,True,True,True
478,27123035700,27,0.9772,5,477,1.8553,0.9978,1560.045,31.5354,1.2193,0.016,True,True,True,True,True
479,36081008500,36,0.9772,5,273,1.7106,0.9637,2267.0601,32.3868,1.2019,0.0133,True,True,True,True,True
480,27053003300,27,0.9772,5,646,1.6718,0.9742,2533.9019,35.7579,1.2652,0.0214,True,True,True,True,True
481,27053102100,27,0.9771,5,806,1.6439,0.9497,2576.2803,35.9055,1.2387,0.0205,True,True,True,True,True
482,36081081800,36,0.9771,5,287,1.7073,0.9709,1843.4914,34.0486,1.2093,0.0164,True,True,True,True,True
483,55079015700,55,0.9771,5,564,1.7376,0.9426,2708.4746,34.416,1.2591,0.0178,True,True,True,True,True
484,08031002300,08,0.9771,5,1424,1.7676,0.9403,2322.7478,37.5394,1.2535,0.0234,True,True,True,True,True
485,36047101400,36,0.9771,4,112,1.7411,0.9796,1604.5979,30.6299,1.1989,0.0152,True,True,True,True,False
486,11001008410,11,0.9771,5,382,1.6335,0.938,3921.3875,40.1575,1.2293,0.0211,True,True,True,True,True
487,36081004002,36,0.9771,4,201,1.6269,0.9674,3521.5323,40.666,1.1945,0.0156,True,True,True,True,False
488,08031002405,08,0.9771,5,1100,1.6591,0.9297,4449.23,40.981,1.2388,0.0298,True,True,True,True,True
489,36061014602,36,0.977,5,115,1.7304,0.9808,2419.7958,41.5551,1.213,0.0151,True,True,True,True,True
490,26145000700,26,0.977,5,1187,1.7388,0.958,1698.4728,32.9101,1.2125,0.0175,True,True,True,True,True
491,53063004200,53,0.977,5,1945,1.7712,0.964,1737.9585,34.6194,1.2418,0.0205,True,True,True,True,True
492,08031000703,08,0.977,5,643,1.661,0.9447,3149.5709,35.0082,1.255,0.0191,True,True,True,True,True
493,53033004402,53,0.977,5,494,1.6457,0.9232,3801.7304,29.311,1.2589,0.02,True,True,True,True,True
494,36081015802,36,0.977,5,239,1.728,0.9867,2065.2552,29.836,1.2263,0.0132,True,True,True,True,True
495,36061012500,36,0.977,5,197,1.6904,0.9508,2586.2277,41.9718,1.2081,0.0174,True,True,True,True,True
496,36081083800,36,0.977,5,342,1.7544,0.9722,1646.9033,32.0013,1.222,0.0166,True,True,True,True,True
497,36005041500,36,0.9769,5,139,1.7194,0.9593,2249.5444,32.5427,1.2268,0.0144,True,True,True,True,True
498,36047110400,36,0.9769,5,875,1.7131,0.9527,2807.906,36.0728,1.27,0.0204,True,True,True,True,True
499,55079012200,55,0.9769,5,665,1.7684,0.9685,3194.9828,40.4413,1.2829,0.0253,True,True,True,True,True
500,36081004001,36,0.9769,4,234,1.6795,0.9677,3120.6108,32.5,1.1449,0.0113,True,True,True,True,False
501,53033005402,53,0.9769,5,684,1.6228,0.9281,3388.926,28.3317,1.2624,0.0243,True,True,True,True,True
502,36081079900,36,0.9769,5,290,1.6966,0.952,2327.4143,35.4757,1.2494,0.0191,True,True,True,True,True
503,36047043900,36,0.9768,5,279,1.6344,0.9283,3185.6376,30.3953,1.2231,0.016,True,True,True,True,True
504,36047021800,36,0.9768,4,155,1.8065,0.9931,2363.1877,31.2418,1.1489,0.0107,True,True,True,True,False
505,36047014800,36,0.9768,4,114,1.7018,0.9903,1979.4752,28.1759,1.1748,0.0122,True,True,True,True,False
506,26163526300,26,0.9768,5,770,1.7727,0.9744,1851.4878,37.7313,1.2359,0.0185,True,True,True,True,True
507,36061011203,36,0.9768,5,111,1.7568,0.9802,3289.5278,39.1404,1.217,0.0123,True,True,True,True,True
508,11001008002,11,0.9768,4,759,1.6311,0.9398,3001.7255,43.6581,1.1939,0.024,True,True,True,True,False
509,25025070104,25,0.9768,5,1081,1.6179,0.9269,3274.0419,35.9367,1.2169,0.0216,True,True,True,True,True
510,55079017400,55,0.9768,5,347,1.7003,0.969,2482.6549,40.4183,1.2339,0.0169,True,True,True,True,True
511,36047006500,36,0.9767,4,235,1.7234,0.9819,2248.2176,29.9475,1.1639,0.0114,True,True,True,True,False
512,36047049700,36,0.9767,5,202,1.7277,0.9358,2753.0639,27.8904,1.2269,0.0129,True,True,True,True,True
513,36005020000,36,0.9767,5,492,1.6504,0.9352,3280.1441,39.1601,1.2294,0.0194,True,True,True,True,True
514,18105000100,18,0.9767,5,1854,1.7292,0.9526,3537.3642,44.6293,1.2653,0.0297,True,True,True,True,True
515,36081063200,36,0.9767,5,300,1.7733,0.9717,2399.8502,26.4469,1.2293,0.0115,True,True,True,True,True
516,12086006203,12,0.9767,5,1188,1.6305,0.9512,2945.6842,40.0312,1.2403,0.0262,True,True,True,True,True
517,36081046100,36,0.9767,4,156,1.6474,0.9571,3076.1044,28.5039,1.1786,0.0116,True,True,True,True,False
518,33011000600,33,0.9767,5,767,1.6741,0.9357,3559.5489,37.5656,1.2432,0.0179,True,True,True,True,True
519,11001004201,11,0.9766,5,352,1.6562,0.9517,3988.9026,39.5472,1.2396,0.0167,True,True,True,True,True
520,27053108600,27,0.9766,5,615,1.6748,0.9656,2169.179,27.3622,1.2557,0.0162,True,True,True,True,True
521,55101001002,55,0.9766,5,954,1.7872,0.9403,2032.4675,32.2867,1.2556,0.0199,True,True,True,True,True
522,36047023600,36,0.9766,4,120,1.8083,1.0,1692.5834,29.6686,1.1775,0.0127,True,True,True,True,False
523,36047083600,36,0.9766,5,185,1.7405,0.9714,2114.8142,32.582,1.232,0.0142,True,True,True,True,True
524,36005040502,36,0.9766,5,138,1.6739,0.944,2164.1771,25.4429,1.2333,0.0154,True,True,True,True,True
525,36005031800,36,0.9766,4,162,1.6975,0.9536,2090.9719,32.5098,1.1812,0.0141,True,True,True,True,False
526,42101013601,42,0.9765,5,255,1.6039,0.9549,3442.1686,40.9219,1.2112,0.0193,True,True,True,True,True
527,36061026100,36,0.9765,5,169,1.7811,0.9806,2519.992,38.6614,1.2351,0.014,True,True,True,True,True
528,36047014500,36,0.9765,4,176,1.8295,0.988,1972.7458,32.5098,1.1978,0.0126,True,True,True,True,False
529,36081105900,36,0.9765,4,450,1.7333,0.9599,1622.7796,30.2083,1.1954,0.0154,True,True,True,True,False
530,34017015004,34,0.9765,5,194,1.5825,0.9514,3015.2995,25.6824,1.2223,0.0155,True,True,True,True,True
531,36047000501,36,0.9765,4,116,1.6552,0.951,3000.679,22.4081,1.1912,0.0116,True,True,True,True,False
532,36047112600,36,0.9764,5,164,1.7561,0.961,2274.8857,27.9364,1.251,0.0136,True,True,True,True,True
533,25025010701,25,0.9764,5,267,1.6592,0.9444,3051.2529,28.4285,1.2466,0.0144,True,True,True,True,True
534,36047080600,36,0.9764,5,166,1.7229,0.9613,2320.4151,31.2057,1.2334,0.0135,True,True,True,True,True
535,27053111200,27,0.9763,5,931,1.7025,0.9501,1964.4027,28.7041,1.2571,0.0189,True,True,True,True,True
536,36081019600,36,0.9763,5,203,1.6749,0.9451,1998.5821,29.3422,1.214,0.0156,True,True,True,True,True
537,27053010700,27,0.9763,5,566,1.7261,0.9853,1594.1908,27.6739,1.226,0.0152,True,True,True,True,True
538,11001004901,11,0.9763,5,408,1.6593,0.9403,3448.6684,39.8786,1.2492,0.0213,True,True,True,True,True
539,36061019300,36,0.9763,5,202,1.7525,0.9577,2667.9027,41.0663,1.2212,0.0147,True,True,True,True,True
540,01097000200,01,0.9763,5,2657,1.6726,0.9157,3008.2932,33.0446,1.2492,0.0314,True,True,True,True,True
541,53033003400,53,0.9763,5,942,1.6104,0.9376,2767.134,26.5584,1.2523,0.0194,True,True,True,True,True
542,36047095400,36,0.9763,5,258,1.7287,0.9627,2535.0689,41.419,1.2437,0.0174,True,True,True,True,True
543,36081072900,36,0.9762,5,209,1.7081,0.9686,2473.2634,27.4016,1.2204,0.0116,True,True,True,True,True
544,39095001001,39,0.9762,5,431,1.7425,0.9704,2066.9501,34.2979,1.2543,0.0172,True,True,True,True,True
545,55079015800,55,0.9762,5,473,1.7294,0.9599,2605.0077,35.5774,1.2823,0.0261,True,True,True,True,True
546,36081067900,36,0.9762,4,342,1.6608,0.9524,3063.6969,43.102,1.1902,0.0159,True,True,True,True,False
547,36047101000,36,0.9762,5,154,1.7013,0.9783,2040.6343,33.1873,1.2529,0.0174,True,True,True,True,True
548,36081018402,36,0.9761,5,209,1.6986,0.9635,2254.3146,32.8412,1.2488,0.016,True,True,True,True,True
549,36047116000,36,0.9761,5,160,1.7812,0.9669,2497.3798,27.2047,1.224,0.011,True,True,True,True,True
550,55079016100,55,0.9761,5,665,1.7233,0.967,2679.8119,33.3432,1.2643,0.0153,True,True,True,True,True
551,34017016800,34,0.9761,5,286,1.5699,0.9258,3726.7373,26.9324,1.2298,0.0204,True,True,True,True,True
552,27053109300,27,0.9761,5,638,1.7884,0.9818,1774.0647,32.1522,1.2579,0.0177,True,True,True,True,True
553,08077000300,08,0.976,5,1814,1.7404,0.9638,3058.1443,44.5866,1.2709,0.0297,True,True,True,True,True
554,30063001100,30,0.976,5,1456,1.717,0.9532,2422.7887,47.7625,1.2262,0.0229,True,True,True,True,True
555,36047018400,36,0.976,5,148,1.7297,0.9643,2344.4464,31.3796,1.2058,0.012,True,True,True,True,True
556,36047006902,36,0.976,4,89,1.6629,0.9868,1856.2675,26.2582,1.1814,0.0131,True,True,True,True,False
557,26163573701,26,0.976,4,379,1.7863,0.9636,1962.5487,39.311,1.1971,0.0152,True,True,True,True,False
558,36081061400,36,0.976,5,196,1.7551,0.9734,1838.8522,31.232,1.2219,0.014,True,True,True,True,True
559,36081025100,36,0.976,5,285,1.6632,0.9321,2604.5504,33.0692,1.2457,0.0194,True,True,True,True,True
560,26163542100,26,0.976,5,883,1.7735,0.9645,1640.3119,30.5741,1.2466,0.0177,True,True,True,True,True
561,26145000400,26,0.976,5,1417,1.7156,0.9444,2022.4853,36.9488,1.2348,0.0203,True,True,True,True,True
562,36047033300,36,0.976,4,135,1.7556,0.9677,1667.947,28.2415,1.1566,0.0129,True,True,True,True,False
563,36081017800,36,0.9759,4,200,1.7,0.9676,2456.7864,32.7182,1.1766,0.0119,True,True,True,True,False
564,36047026400,36,0.9759,4,189,1.746,0.9602,2310.3289,32.7969,1.1924,0.0122,True,True,True,True,False
565,42101013401,42,0.9759,5,228,1.6228,0.9479,3157.4054,37.436,1.2062,0.0158,True,True,True,True,True
566,36047007400,36,0.9759,4,125,1.8,0.9913,2089.7793,32.3983,1.1987,0.0118,True,True,True,True,False
567,36005028800,36,0.9759,5,302,1.7318,0.9306,2064.6441,32.8904,1.2091,0.0162,True,True,True,True,True
568,34017002300,34,0.9758,5,321,1.5794,0.9254,4883.0577,26.3156,1.2024,0.0157,True,True,True,True,True
569,26163526400,26,0.9758,5,524,1.7557,0.9683,2228.9447,39.2585,1.2543,0.0181,True,True,True,True,True
570,11001001901,11,0.9758,5,1029,1.7512,0.9648,3228.6308,41.6699,1.2826,0.0253,True,True,True,True,True
571,11001006801,11,0.9757,5,316,1.7025,0.9697,3047.6673,43.8681,1.257,0.0187,True,True,True,True,True
572,36047059403,36,0.9757,4,159,1.7107,0.9257,1716.4768,29.8228,1.1974,0.0188,True,True,True,True,False
573,36047039900,36,0.9757,4,156,1.7179,0.9859,2397.4395,29.7933,1.1705,0.0106,True,True,True,True,False
574,11001001100,11,0.9757,5,1731,1.6568,0.9417,2422.1521,42.7067,1.2044,0.0218,True,True,True,True,True
575,36061004500,36,0.9757,5,168,1.6488,0.9114,3553.7436,30.3527,1.2035,0.0156,True,True,True,True,True
576,36081145900,36,0.9757,5,316,1.6487,0.9592,1961.364,35.5938,1.2191,0.0194,True,True,True,True,True
577,36047074200,36,0.9757,5,131,1.7099,0.9487,1649.1346,31.6027,1.2006,0.017,True,True,True,True,True
578,36081139900,36,0.9756,5,283,1.7102,0.9591,1834.7477,31.2828,1.2208,0.0153,True,True,True,True,True
579,26163535600,26,0.9756,4,839,1.7843,0.9714,1560.376,40.4429,1.1828,0.0188,True,True,True,True,False
580,36081089201,36,0.9756,5,1206,1.8491,0.9614,1671.4654,35.018,1.2429,0.0196,True,True,True,True,True
581,36005018302,36,0.9756,5,152,1.6974,0.9621,2929.3811,30.6939,1.2377,0.0123,True,True,True,True,True
582,34017002400,34,0.9756,5,267,1.5655,0.9431,3761.7602,25.8497,1.2222,0.0158,True,True,True,True,True
583,08031000302,08,0.9756,5,1738,1.6818,0.9332,2832.0347,33.6713,1.2675,0.0227,True,True,True,True,True
584,36081036800,36,0.9755,5,267,1.6255,0.9605,2702.9561,34.959,1.2182,0.0152,True,True,True,True,True
585,36047038700,36,0.9755,4,162,1.7222,0.9669,2008.4359,29.5177,1.1957,0.0123,True,True,True,True,False
586,36005023301,36,0.9755,4,145,1.7034,0.9462,2674.5293,32.4377,1.1991,0.0124,True,True,True,True,False
587,36081036100,36,0.9755,4,205,1.7073,0.9577,2978.776,34.685,1.171,0.0115,True,True,True,True,False
588,36047029800,36,0.9755,4,221,1.6742,0.9561,2298.8025,40.269,1.1728,0.0156,True,True,True,True,False
589,36047022700,36,0.9755,5,223,1.6816,0.9569,2152.1182,32.2178,1.2608,0.0193,True,True,True,True,True
590,36047048400,36,0.9755,5,159,1.6981,0.9463,1745.6838,32.4902,1.2003,0.0169,True,True,True,True,True
591,36047009800,36,0.9755,5,111,1.7838,0.9903,1749.4589,29.2979,1.2029,0.0124,True,True,True,True,True
592,36047067400,36,0.9755,4,173,1.7168,0.9756,2190.1606,39.0551,1.1479,0.0133,True,True,True,True,False
593,55079017600,55,0.9755,5,457,1.6849,0.9464,2229.7656,38.5433,1.2377,0.0206,True,True,True,True,True
594,27053111400,27,0.9754,5,1179,1.6624,0.9678,1948.1169,26.6355,1.2544,0.0169,True,True,True,True,True
595,36047017000,36,0.9754,4,165,1.7273,0.9682,1883.2042,32.0932,1.1802,0.0131,True,True,True,True,False
596,36081040701,36,0.9754,5,102,1.6667,0.9674,3271.7187,32.0899,1.2217,0.0119,True,True,True,True,True
597,36047039500,36,0.9754,5,192,1.6198,0.9602,2740.4708,30.9482,1.2268,0.0143,True,True,True,True,True
598,36081017902,36,0.9754,5,454,1.7291,0.9404,2813.7946,38.2283,1.2506,0.0168,True,True,True,True,True
599,36047004100,36,0.9754,5,155,1.7419,0.9714,2174.1902,25.0164,1.2472,0.0127,True,True,True,True,True
600,36047000200,36,0.9754,5,289,1.7163,0.9673,2487.7743,33.2628,1.2628,0.0154,True,True,True,True,True
601,36081115500,36,0.9753,4,169,1.6923,0.9673,2049.7315,31.1434,1.1777,0.0126,True,True,True,True,False
602,36047015300,36,0.9753,5,129,1.7054,0.9417,1944.9395,32.6575,1.2357,0.0181,True,True,True,True,True
603,36047152200,36,0.9753,5,313,1.7508,0.9694,1893.3584,33.6319,1.2241,0.0145,True,True,True,True,True
604,27123035500,27,0.9753,5,448,1.6629,0.9455,2343.2907,33.9895,1.23,0.0164,True,True,True,True,True
605,24510200100,24,0.9753,5,422,1.6896,0.9602,3774.0106,44.3996,1.2681,0.0225,True,True,True,True,True
606,27053008100,27,0.9753,5,601,1.7438,0.9564,2263.6765,40.3691,1.2523,0.0194,True,True,True,True,True
607,27053108000,27,0.9753,5,845,1.684,0.9164,2863.3426,34.6949,1.2318,0.0185,True,True,True,True,True
608,26081001600,26,0.9753,5,1273,1.7117,0.9641,1921.7234,34.8228,1.2566,0.0207,True,True,True,True,True
609,36061015801,36,0.9752,5,155,1.7613,0.9653,2862.8211,35.7152,1.2397,0.0127,True,True,True,True,True
610,27123034900,27,0.9752,5,1004,1.7012,0.9525,2111.2254,36.0449,1.2545,0.021,True,True,True,True,True
611,26049001100,26,0.9752,5,1041,1.731,0.9503,1610.1346,33.7533,1.2195,0.019,True,True,True,True,True
612,36047025000,36,0.9752,4,192,1.6771,0.9314,2433.1612,33.522,1.1966,0.0149,True,True,True,True,False
613,53033010601,53,0.9752,5,1063,1.6595,0.9386,2254.163,29.5636,1.2566,0.0196,True,True,True,True,True
614,34017015700,34,0.9751,5,241,1.5477,0.9502,3363.3921,25.6988,1.2253,0.0172,True,True,True,True,True
615,01073002701,01,0.9751,5,1312,1.7149,0.9498,2207.2002,45.7513,1.2131,0.02,True,True,True,True,True
616,36081038100,36,0.9751,5,235,1.6894,0.9585,1888.1434,31.1516,1.2496,0.0179,True,True,True,True,True
617,36081005100,36,0.9751,5,156,1.7308,0.964,2531.0007,29.8606,1.2054,0.0109,True,True,True,True,True
618,35001000501,35,0.975,5,1565,1.6831,0.9409,2850.6629,34.6129,1.2734,0.0217,True,True,True,True,True
619,36047118400,36,0.975,5,172,1.7442,0.9627,1958.8188,28.2251,1.2271,0.0128,True,True,True,True,True
620,33011001400,33,0.975,5,904,1.6117,0.929,4230.3956,37.9577,1.2292,0.02,True,True,True,True,True
621,36047020800,36,0.975,4,110,1.7727,0.9898,1753.0325,31.122,1.1746,0.0122,True,True,True,True,False
622,36047038900,36,0.9749,4,239,1.6025,0.9381,3370.0207,34.1175,1.1669,0.0147,True,True,True,True,False
623,12086004303,12,0.9749,5,467,1.6488,0.9656,2520.1599,31.729,1.2325,0.0138,True,True,True,True,True
624,36047002100,36,0.9749,5,657,1.6332,0.9063,2795.8583,28.7024,1.2246,0.0204,True,True,True,True,True
625,26163530400,26,0.9749,5,392,1.7526,0.9648,2068.857,47.8576,1.2266,0.0211,True,True,True,True,True
626,55079007000,55,0.9748,5,628,1.742,0.9715,2264.2145,39.065,1.2697,0.0202,True,True,True,True,True
627,36081012200,36,0.9748,5,198,1.702,0.9497,2094.8116,28.499,1.2509,0.0152,True,True,True,True,True
628,36047031300,36,0.9748,5,133,1.7068,0.9504,1708.8373,28.6549,1.2302,0.016,True,True,True,True,True
629,12086004405,12,0.9747,5,500,1.672,0.9449,3290.8883,34.9311,1.2754,0.0195,True,True,True,True,True
630,26163540200,26,0.9747,5,883,1.7871,0.9642,1650.334,33.9518,1.2456,0.0181,True,True,True,True,True
631,55079006800,55,0.9747,5,462,1.7338,0.9572,1841.3264,28.9206,1.248,0.0154,True,True,True,True,True
632,36047078400,36,0.9747,4,105,1.7143,0.9787,1423.1809,30.0443,1.197,0.0156,True,True,True,True,False
633,35001000402,35,0.9747,5,1420,1.7289,0.9627,1725.9237,37.5886,1.2295,0.0188,True,True,True,True,True
634,36047051800,36,0.9747,5,151,1.7748,0.9783,1736.6757,32.0243,1.2325,0.0144,True,True,True,True,True
635,55079003700,55,0.9747,5,494,1.8158,0.977,1903.7286,43.435,1.2432,0.0201,True,True,True,True,True
636,26049001000,26,0.9747,5,846,1.753,0.9539,1642.9047,30.6283,1.2328,0.0161,True,True,True,True,True
637,26163574600,26,0.9747,5,1162,1.8003,0.9671,1624.5422,32.774,1.2516,0.0183,True,True,True,True,True
638,27053108700,27,0.9746,5,1002,1.6487,0.9434,2051.2147,30.812,1.2371,0.0179,True,True,True,True,True
639,36081048400,36,0.9746,5,336,1.75,0.9417,1917.4641,28.8615,1.2297,0.0143,True,True,True,True,True
640,36047112000,36,0.9746,5,174,1.7529,0.975,2335.4266,27.4016,1.2005,0.0103,True,True,True,True,True
641,36047012902,36,0.9746,4,177,1.678,0.9497,2888.8182,34.731,1.1797,0.0121,True,True,True,True,False
642,36061021800,36,0.9746,4,190,1.7526,0.9718,2449.4441,38.0709,1.197,0.0121,True,True,True,True,False
643,55079009500,55,0.9745,5,364,1.7775,0.9486,1685.1856,32.3228,1.2351,0.0169,True,True,True,True,True
644,30063001200,30,0.9745,5,3422,1.6797,0.9572,2539.5579,43.1053,1.2519,0.0221,True,True,True,True,True
645,27053110400,27,0.9745,5,863,1.6732,0.9675,2068.319,32.0735,1.266,0.0191,True,True,True,True,True
646,11001008301,11,0.9745,5,471,1.6412,0.9386,3518.9824,38.0873,1.2464,0.0177,True,True,True,True,True
647,36047015000,36,0.9745,5,155,1.7097,0.9864,2812.9903,28.1381,1.2132,0.0101,True,True,True,True,True
648,36047055200,36,0.9745,4,144,1.7917,0.9778,2039.008,31.7175,1.1927,0.0114,True,True,True,True,False
649,36047051601,36,0.9744,5,125,1.696,0.9725,2368.2036,31.3566,1.2232,0.0121,True,True,True,True,True
650,36047007500,36,0.9744,5,233,1.721,0.9545,1923.3809,25.4364,1.2255,0.013,True,True,True,True,True
651,36081055200,36,0.9744,5,430,1.6605,0.9381,2351.0664,40.2297,1.2121,0.0188,True,True,True,True,True
652,36047027000,36,0.9744,5,108,1.7222,0.9588,1797.4888,34.936,1.2251,0.0162,True,True,True,True,True
653,11001008701,11,0.9744,5,518,1.639,0.9423,3092.9393,39.0945,1.2468,0.0189,True,True,True,True,True
654,12086006608,12,0.9743,5,1009,1.6353,0.9733,2204.6434,44.8031,1.2097,0.0209,True,True,True,True,True
655,36047091600,36,0.9743,5,194,1.7629,0.9563,2101.8731,29.5997,1.2177,0.012,True,True,True,True,True
656,36047060000,36,0.9743,5,364,1.6648,0.9417,1901.6454,37.5394,1.2052,0.0203,True,True,True,True,True
657,36047093400,36,0.9743,4,194,1.6186,0.9441,2462.3814,41.6683,1.1324,0.0185,True,True,True,True,False
658,27053109800,27,0.9743,5,1017,1.7404,0.939,1649.9037,30.935,1.2344,0.0182,True,True,True,True,True
659,36061003002,36,0.9743,5,121,1.6694,0.9813,3462.9037,38.1529,1.212,0.0119,True,True,True,True,True
660,36047007800,36,0.9743,4,122,1.7541,0.9817,2006.5216,28.1775,1.1952,0.0109,True,True,True,True,False
661,53033007404,53,0.9743,5,207,1.6329,0.933,3049.5225,23.9173,1.2345,0.0137,True,True,True,True,True
662,36061020102,36,0.9742,5,110,1.7455,0.9697,2983.0697,36.0417,1.208,0.011,True,True,True,True,True
663,36047037100,36,0.9742,5,179,1.7095,0.9524,2188.5644,29.685,1.2473,0.014,True,True,True,True,True
664,24510040100,24,0.9742,5,1591,1.6562,0.9195,3085.0817,37.044,1.2483,0.0242,True,True,True,True,True
665,34017005600,34,0.9742,4,251,1.5737,0.964,2403.4303,27.815,1.1835,0.0144,True,True,True,True,False
666,55079017900,55,0.9742,5,740,1.6689,0.9266,2776.8679,34.7178,1.2531,0.0195,True,True,True,True,True
667,36081118700,36,0.9742,5,159,1.7233,0.9653,1922.762,28.7467,1.2148,0.0124,True,True,True,True,True
668,12086006206,12,0.9742,5,953,1.6317,0.9449,2636.2768,38.1512,1.2476,0.0215,True,True,True,True,True
669,36081069702,36,0.9742,5,351,1.6923,0.9164,1801.2962,27.2277,1.2159,0.0191,True,True,True,True,True
670,36081011800,36,0.9742,5,180,1.6556,0.962,2506.0519,33.0495,1.2658,0.0174,True,True,True,True,True
671,36047082400,36,0.9742,5,199,1.7337,0.9686,2235.196,29.9573,1.2411,0.0124,True,True,True,True,True
672,36005039100,36,0.9741,5,270,1.6593,0.9373,3008.9351,34.5997,1.2738,0.0236,True,True,True,True,True
673,35001001500,35,0.9741,5,1429,1.7376,0.9214,2238.9821,35.8399,1.2517,0.025,True,True,True,True,True
674,26081003300,26,0.9741,5,849,1.7138,0.9642,1764.4848,35.497,1.2467,0.019,True,True,True,True,True
675,08031001707,08,0.9741,5,926,1.6631,0.9297,3324.1512,43.1316,1.2413,0.0223,True,True,True,True,True
676,36047019400,36,0.974,5,157,1.7389,0.9862,2075.8228,35.0492,1.2292,0.0132,True,True,True,True,True
677,27053125700,27,0.974,5,717,1.7336,0.9589,1926.1659,31.3238,1.2695,0.0183,True,True,True,True,True
678,26049000200,26,0.974,5,654,1.8226,0.9746,1294.0604,24.1503,1.2453,0.0174,True,True,True,True,True
679,36081023502,36,0.974,5,131,1.6718,0.9386,2359.3255,31.9357,1.2264,0.0146,True,True,True,True,True
680,36047075400,36,0.974,4,103,1.7767,0.9894,1388.6375,29.3734,1.1869,0.0137,True,True,True,True,False
681,36081133300,36,0.9739,5,386,1.7668,0.989,1344.5758,31.1499,1.2022,0.0153,True,True,True,True,True
682,25025020304,25,0.9739,5,296,1.5811,0.941,4553.111,41.9488,1.2194,0.0227,True,True,True,True,True
683,36061013100,36,0.9739,5,215,1.7163,0.955,2840.8288,42.5755,1.2402,0.0153,True,True,True,True,True
684,36081041300,36,0.9739,5,175,1.68,0.974,2446.4315,30.6283,1.2445,0.0127,True,True,True,True,True
685,36061001600,36,0.9739,5,356,1.6629,0.9326,3971.5124,33.3957,1.2701,0.0177,True,True,True,True,True
686,11001002900,11,0.9739,5,404,1.6188,0.9622,3066.9914,34.708,1.2642,0.0179,True,True,True,True,True
687,11001007903,11,0.9739,5,386,1.6813,0.9568,3697.8192,50.4364,1.2517,0.0211,True,True,True,True,True
688,36081028802,36,0.9739,4,188,1.6862,0.9655,2173.7966,32.2539,1.1965,0.0123,True,True,True,True,False
689,11001001003,11,0.9738,5,816,1.7365,0.9693,1998.2605,43.1529,1.2511,0.0217,True,True,True,True,True
690,36061025900,36,0.9738,4,144,1.7014,0.9771,4393.0097,39.7244,1.1638,0.0106,True,True,True,True,False
691,36047065600,36,0.9737,5,136,1.8088,1.0,2091.1753,33.0807,1.2109,0.0113,True,True,True,True,True
692,36047025600,36,0.9737,4,106,1.783,0.9796,1434.9047,30.2822,1.1734,0.0134,True,True,True,True,False
693,55079009900,55,0.9737,5,651,1.7127,0.9562,2960.1814,39.5538,1.2863,0.0255,True,True,True,True,True
694,32003007900,32,0.9737,5,2252,1.6083,0.9249,3664.1789,39.5095,1.2331,0.0259,True,True,True,True,True
695,39095000201,39,0.9737,4,418,1.6507,0.9545,1608.683,27.2162,1.1975,0.0155,True,True,True,True,False
696,36081072300,36,0.9736,5,387,1.7442,0.9534,1917.4649,28.8271,1.2451,0.0139,True,True,True,True,True
697,42043020400,42,0.9736,5,336,1.6935,0.9595,3900.6608,50.5249,1.2395,0.0169,True,True,True,True,True
698,36061017300,36,0.9736,5,132,1.7576,0.9835,1725.6726,41.4173,1.2028,0.0158,True,True,True,True,True
699,36047018800,36,0.9736,4,132,1.803,0.9917,1773.8328,32.8921,1.1929,0.0121,True,True,True,True,False
700,36081103300,36,0.9736,4,399,1.7293,0.952,1525.6642,32.2425,1.1946,0.0157,True,True,True,True,False
701,36081101700,36,0.9736,5,881,1.6754,0.9582,2103.1741,37.8904,1.2476,0.0188,True,True,True,True,True
702,36047067000,36,0.9735,5,263,1.692,0.9355,2885.1432,41.1811,1.2324,0.0163,True,True,True,True,True
703,27053002700,27,0.9735,5,639,1.6526,0.9544,2321.6867,29.019,1.2781,0.0192,True,True,True,True,True
704,31109002002,31,0.9735,5,785,1.7248,0.9444,3325.1726,48.7648,1.2619,0.0239,True,True,True,True,True
705,55079006900,55,0.9735,5,520,1.7077,0.9529,2392.5345,31.414,1.2785,0.0173,True,True,True,True,True
706,27053102000,27,0.9734,5,657,1.6636,0.9585,1877.5036,30.21,1.2517,0.0174,True,True,True,True,True
707,36029006903,36,0.9734,4,262,1.5878,0.95,2244.7837,30.4068,1.1981,0.0158,True,True,True,True,False
708,36047047200,36,0.9734,4,156,1.6859,0.9496,1978.4173,30.7054,1.1998,0.0132,True,True,True,True,False
709,36047051700,36,0.9734,5,232,1.6336,0.9269,2806.0842,26.6339,1.2394,0.0147,True,True,True,True,True
710,27053011704,27,0.9734,5,915,1.6776,0.9751,1848.671,24.8835,1.2665,0.0163,True,True,True,True,True
